store_id,f0_
0,3104
0,4
81228294577
1101012263
1101012801
1101021512
1101025874
1201010531
1201011190
1201011503
1201012072
1201013769
1201014521
1201015403
1201016628
1201017112
1201017114
1201017719
1201019294
1201019651
1201019766
1201020639
1201023435
1201025407
1201025503
1201025849
1201027143
1201027523
1201030102
1201030691
1201031125
1300005657
1300005709
1300006655
1300012006
1300032304
1300036584
1,301E+11
1301000320
1301001982
1301002609
1301004760
1301004765
1301004872
1301005113
1301007787
1301009373
1301009946
1301009978
1301011694
1301011728
1301013399
1301013736
1301013809
1301013914
1301014610
1301015352
1301015356
1301017721
1301018148
1301018170
1301019014
1301019194
1301019284
1301019629
1301019891
1301019982
1301020352
1301020533
1301021337
1301021534
1301022126
1301022659
1301022722
1301022830
1301023311
1301023687
1301024069
1301024757
1301025453
1301025465
1301025822
1301026932
1301027462
1301028685
1301030996
1301031661
2201008304
2201008362
2201008482
2201009574
2201009896
2201010065
2201010262
2201013936
2201013940
2301004451
2401005108
3100002728
3100017903
3100019285
3100019307
3100019351
3100019360
3100019385
3100020104
3100020805
3100039633
3100053383
31010011468
3101003212
3101004388
3101005266
3101005294
3101006567
3101006929
3101007804
3101009234
3101009543
3101010000
3101010095
3101010540
3101010543
3101010780
3101011275
3101011277
3101014769
3101014895
3101016885
3200001766
3200001890
3200001892
3200002515
3200002618
3200034734
3200035094
3201003652
3201006090
3201007917
3201008809
3201008818
3201008952
3201009334
3201009369
3201009488
3201009537
3201011131
3201013129
3201014162
3301006190
3301014886
3301017473
3301019720
41000017424
4100019975
4100020116
4101011017
4101011765
4101011981
4101019469
4200006255
4200039813
4200039983
4200047305
4200072140
4201008915
4201026349
4201026647
4201027539
4201027592
4201029630
4201032680
4201035814
4201035893
4201039406
4201044636
4201044965
4201046581
4300004634
4300004702
430000798,2
4300010682
4300034408
4301000780
4301003325
4301004164
4301004195
4301004253
4301004363
4301004869
4301004947
4301006012
4301006401
4301006487
4301006494
4301006735
4301009762
4301011378
4301011760
4301011895
4301013771
4301014132
4301014798
4301015125
4301015389
4301015439
4301016012
4301016391
4301016727
4301016763
4301017061
4301017236
4301017281
4301017514
4301017534
4301017720
4301017731
4301019329
4301019958
4301020118
4301020333
4301020927
430122352,3
6001002134
6001007757
6001007949
6001008046
60010087470
6001014140
6001026334
6001069439
6001076637
600108456,1
6001140623
6001158852
6001176036
6001176037
6001176380
6001177266
6001177284
6001178417
6001179043
6001179046
6001179118
6001179538
6001179548
6001180065
6001196745
6001307965
RIZKY,25
